alert_code,source,area_ha,year,biome,state,city,embargoed_areas,auto,fiscalizations,asvs,actions_final_situation,final_situation
6942,GLAD,"1,0421",2019,MATA ATLANTICA,SANTA CATARINA,PORTO UNIAO,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
6945,GLAD,"0,4925",2019,MATA ATLANTICA,SANTA CATARINA,OURO VERDE,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
7800,GLAD,"1,8866",2019,MATA ATLANTICA,SANTA CATARINA,OTACILIO COSTA,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
9673,GLAD,"3,8624",2019,MATA ATLANTICA,SANTA CATARINA,OTACILIO COSTA,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
10800,GLAD,"4,3858",2019,MATA ATLANTICA,SANTA CATARINA,ABDON BATISTA,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
10821,GLAD,"2,3410",2019,MATA ATLANTICA,SANTA CATARINA,ABDON BATISTA,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
10852,GLAD,"2,8682",2019,MATA ATLANTICA,SANTA CATARINA,CACADOR,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
10853,GLAD,"2,3701",2019,MATA ATLANTICA,SANTA CATARINA,ANITA GARIBALDI,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
10924,GLAD,"3,7953",2019,MATA ATLANTICA,SANTA CATARINA,CAMPOS NOVOS,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
10975,GLAD,"3,2173",2019,MATA ATLANTICA,SANTA CATARINA,ABDON BATISTA,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
11088,GLAD,"4,2374",2019,MATA ATLANTICA,SANTA CATARINA,ARAQUARI,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
11189,GLAD,"3,4683",2019,MATA ATLANTICA,SANTA CATARINA,CAMPOS NOVOS,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
11505,GLAD,"5,2181",2019,MATA ATLANTICA,SANTA CATARINA,VARGEM BONITA,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
11941,GLAD,"0,8273",2019,MATA ATLANTICA,SANTA CATARINA,GARUVA,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
12103,GLAD,"1,2036",2019,MATA ATLANTICA,SANTA CATARINA,SAO JOSE DO CERRITO,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
16234,GLAD,"10,2574",2019,MATA ATLANTICA,SANTA CATARINA,TIMBO GRANDE,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
20335,GLAD,"1,1938",2019,MATA ATLANTICA,SANTA CATARINA,ANGELINA,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
25930,GLAD,"2,0137",2019,MATA ATLANTICA,SANTA CATARINA,MAFRA,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
27455,GLAD,"4,4183",2019,MATA ATLANTICA,SANTA CATARINA,ANITA GARIBALDI,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
27519,GLAD,"3,0990",2019,MATA ATLANTICA,SANTA CATARINA,AGUA DOCE,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
47753,GLAD,"2,2977",2019,MATA ATLANTICA,SANTA CATARINA,RIO NEGRINHO,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
47930,GLAD,"1,5509",2019,MATA ATLANTICA,SANTA CATARINA,ITAIOPOLIS,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
49355,GLAD,"3,9180",2019,MATA ATLANTICA,SANTA CATARINA,SANTA CECILIA,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
57679,GLAD,"3,1600",2019,MATA ATLANTICA,SANTA CATARINA,ALFREDO WAGNER,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
71222,GLAD,"1,4489",2019,MATA ATLANTICA,SANTA CATARINA,URUSSANGA,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
71289,GLAD,"4,8014",2019,MATA ATLANTICA,SANTA CATARINA,SIDEROPOLIS,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
71331,GLAD,"1,4086",2019,MATA ATLANTICA,SANTA CATARINA,ITAIOPOLIS,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
71342,GLAD,"36,1554",2019,MATA ATLANTICA,SANTA CATARINA,BOCAINA DO SUL,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
71364,GLAD,"1,7308",2019,MATA ATLANTICA,SANTA CATARINA,OTACILIO COSTA,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
71365,GLAD,"2,5606",2019,MATA ATLANTICA,SANTA CATARINA,OTACILIO COSTA,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
71386,GLAD,"7,0082",2019,MATA ATLANTICA,SANTA CATARINA,OTACILIO COSTA,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
71431,GLAD,"1,8253",2019,MATA ATLANTICA,SANTA CATARINA,PONTE ALTA,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
71520,GLAD,"1,9656",2019,MATA ATLANTICA,SANTA CATARINA,PONTE ALTA,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
71562,GLAD,"1,3067",2019,MATA ATLANTICA,SANTA CATARINA,TIMBO GRANDE,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
71565,GLAD,"9,8325",2019,MATA ATLANTICA,SANTA CATARINA,TIMBO GRANDE,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
71583,GLAD,"4,6425",2019,MATA ATLANTICA,SANTA CATARINA,SAO JOSE DO CERRITO,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
71605,GLAD,"3,2191",2019,MATA ATLANTICA,SANTA CATARINA,LEBON REGIS,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
71608,GLAD,"1,8561",2019,MATA ATLANTICA,SANTA CATARINA,LEBON REGIS,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
71615,GLAD,"6,1342",2019,MATA ATLANTICA,SANTA CATARINA,SAO JOSE DO CERRITO,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
71636,GLAD,"4,0306",2019,MATA ATLANTICA,SANTA CATARINA,TIMBO GRANDE,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
71641,GLAD,"7,3130",2019,MATA ATLANTICA,SANTA CATARINA,CAMPO BELO DO SUL,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
71648,GLAD,"2,2800",2019,MATA ATLANTICA,SANTA CATARINA,SAO JOSE DO CERRITO,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
71665,GLAD,"2,9042",2019,MATA ATLANTICA,SANTA CATARINA,FRAIBURGO,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
71694,GLAD,"2,3871",2019,MATA ATLANTICA,SANTA CATARINA,ABDON BATISTA,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
71702,GLAD,"1,5443",2019,MATA ATLANTICA,SANTA CATARINA,VARGEM,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
71711,GLAD,"6,7919",2019,MATA ATLANTICA,SANTA CATARINA,RIO DAS ANTAS,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
71716,GLAD,"1,7182",2019,MATA ATLANTICA,SANTA CATARINA,CAMPOS NOVOS,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
71722,GLAD,"4,0622",2019,MATA ATLANTICA,SANTA CATARINA,ABDON BATISTA,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
71752,GLAD,"5,7031",2019,MATA ATLANTICA,SANTA CATARINA,ANITA GARIBALDI,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
71760,GLAD,"3,6387",2019,MATA ATLANTICA,SANTA CATARINA,CALMON,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
71765,GLAD,"21,4938",2019,MATA ATLANTICA,SANTA CATARINA,CELSO RAMOS,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
72157,GLAD,"13,1384",2019,MATA ATLANTICA,SANTA CATARINA,PALMITOS,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA COM FISCALIZACAO ESTADUAL,ALERTA SEM AUTORIZACAO,ALERTA COM ACAO ESTADUAL,ALERTA COM ACAO OU AUTORIZACAO
76928,GLAD,"8,7993",2019,MATA ATLANTICA,SANTA CATARINA,GARUVA,ALERTA SEM EMBARGO,ALERTA COM AUTO DE INFRACAO FEDERAL,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA COM ACAO FEDERAL,ALERTA COM ACAO OU AUTORIZACAO
77417,GLAD,"1,2126",2019,MATA ATLANTICA,SANTA CATARINA,ALFREDO WAGNER,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
77620,GLAD,"9,0714",2019,MATA ATLANTICA,SANTA CATARINA,PAPANDUVA,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
77656,GLAD,"1,0389",2019,MATA ATLANTICA,SANTA CATARINA,RIO DO OESTE,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
78695,GLAD,"5,3279",2019,MATA ATLANTICA,SANTA CATARINA,SIDEROPOLIS,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
82989,GLAD,"1,0035",2019,MATA ATLANTICA,SANTA CATARINA,PASSOS MAIA,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
83268,GLAD,"4,1188",2019,MATA ATLANTICA,SANTA CATARINA,VARGEAO,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
83289,GLAD,"2,9181",2019,MATA ATLANTICA,SANTA CATARINA,OURO VERDE,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
83319,GLAD,"1,9781",2019,MATA ATLANTICA,SANTA CATARINA,CONCORDIA,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
83413,GLAD,"1,2158",2019,MATA ATLANTICA,SANTA CATARINA,ITA,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
83440,GLAD,"1,1324",2019,MATA ATLANTICA,SANTA CATARINA,ITA,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
84933,GLAD,"2,5433",2019,MATA ATLANTICA,SANTA CATARINA,CORONEL MARTINS,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
84962,GLAD,"3,1979",2019,MATA ATLANTICA,SANTA CATARINA,CORDILHEIRA ALTA,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
85692,GLAD,"2,2132",2019,MATA ATLANTICA,SANTA CATARINA,CAPINZAL,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
86980,GLAD,"0,7618",2019,MATA ATLANTICA,SANTA CATARINA,CAMPO ALEGRE,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
87660,GLAD,"3,2055",2019,MATA ATLANTICA,SANTA CATARINA,CORONEL FREITAS,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
87702,GLAD,"4,4578",2019,MATA ATLANTICA,SANTA CATARINA,FORMOSA DO SUL,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
87745,GLAD,"1,6179",2019,MATA ATLANTICA,SANTA CATARINA,CAXAMBU DO SUL,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
87750,GLAD,"8,0046",2019,MATA ATLANTICA,SANTA CATARINA,PINHALZINHO,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
87948,GLAD,"0,4888",2019,MATA ATLANTICA,SANTA CATARINA,PALMA SOLA,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
87954,GLAD,"1,7224",2019,MATA ATLANTICA,SANTA CATARINA,SAO MIGUEL DO OESTE,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
88184,GLAD,"1,5953",2019,MATA ATLANTICA,SANTA CATARINA,ORLEANS,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
88272,GLAD,"2,6240",2019,MATA ATLANTICA,SANTA CATARINA,GARUVA,ALERTA SEM EMBARGO,ALERTA COM AUTO DE INFRACAO FEDERAL,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA COM ACAO FEDERAL,ALERTA COM ACAO OU AUTORIZACAO
88273,GLAD,"0,8836",2019,MATA ATLANTICA,SANTA CATARINA,BRUSQUE,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
88834,GLAD,"3,4861",2019,MATA ATLANTICA,SANTA CATARINA,IRACEMINHA,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
89823,GLAD,"2,3468",2019,MATA ATLANTICA,SANTA CATARINA,SAO JOSE DO CERRITO,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
89832,GLAD,"6,9148",2019,MATA ATLANTICA,SANTA CATARINA,VARGEM,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
92231,GLAD,"3,1199",2019,MATA ATLANTICA,SANTA CATARINA,ITAIOPOLIS,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
92732,GLAD,"6,0093",2019,MATA ATLANTICA,SANTA CATARINA,ITAIOPOLIS,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
92734,GLAD,"5,5196",2019,MATA ATLANTICA,SANTA CATARINA,MATOS COSTA,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
