alert_code,source,area_ha,year,biome,state,city,embargoed_areas,auto,fiscalizations,asvs,actions_final_situation,final_situation
880109,SAD-MATA-ATLANTICA,"1,4956",2023,MATA ATLANTICA,SANTA CATARINA,IPIRA,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
880127,SAD-MATA-ATLANTICA,"2,0928",2023,MATA ATLANTICA,SANTA CATARINA,SAO JOAO BATISTA,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
880128,SAD-MATA-ATLANTICA,"2,1459",2023,MATA ATLANTICA,SANTA CATARINA,ARAQUARI,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA COM AUTORIZACAO FEDERAL,ALERTA SEM ACAO,ALERTA COM ACAO OU AUTORIZACAO
880137,SAD-MATA-ATLANTICA,"0,8011",2023,MATA ATLANTICA,SANTA CATARINA,IPORA DO OESTE,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
880202,SAD-MATA-ATLANTICA,"2,5831",2023,MATA ATLANTICA,SANTA CATARINA,OURO,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
880245,SAD-MATA-ATLANTICA,"1,2797",2023,MATA ATLANTICA,SANTA CATARINA,NOVO HORIZONTE,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
880258,SAD-MATA-ATLANTICA,"0,5413",2023,MATA ATLANTICA,SANTA CATARINA,LEBON REGIS,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
880297,SAD-MATA-ATLANTICA,"2,9300",2023,MATA ATLANTICA,SANTA CATARINA,CERRO NEGRO,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
880313,SAD-MATA-ATLANTICA,"1,2747",2023,MATA ATLANTICA,SANTA CATARINA,ANGELINA,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
880323,SAD-MATA-ATLANTICA,"0,9501",2023,MATA ATLANTICA,SANTA CATARINA,TANGARA,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
880325,SAD-MATA-ATLANTICA,"0,9248",2023,MATA ATLANTICA,SANTA CATARINA,BLUMENAU,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA COM AUTORIZACAO FEDERAL,ALERTA SEM ACAO,ALERTA COM ACAO OU AUTORIZACAO
880331,SAD-MATA-ATLANTICA,"0,3967",2023,MATA ATLANTICA,SANTA CATARINA,NOVA ITABERABA,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
880367,SAD-MATA-ATLANTICA,"1,9586",2023,MATA ATLANTICA,SANTA CATARINA,ALFREDO WAGNER,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
880385,SAD-MATA-ATLANTICA,"2,5522",2023,MATA ATLANTICA,SANTA CATARINA,OURO,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
880407,SAD-MATA-ATLANTICA,"0,8774",2023,MATA ATLANTICA,SANTA CATARINA,AGUAS DE CHAPECO,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
880438,SAD-MATA-ATLANTICA,"1,6117",2023,MATA ATLANTICA,SANTA CATARINA,CAIBI,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
880656,SAD-MATA-ATLANTICA,"7,6930",2023,MATA ATLANTICA,SANTA CATARINA,SAO JOAO BATISTA,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA COM AUTORIZACAO FEDERAL,ALERTA SEM ACAO,ALERTA COM ACAO OU AUTORIZACAO
880658,SAD-MATA-ATLANTICA,"1,3890",2023,MATA ATLANTICA,SANTA CATARINA,ABDON BATISTA,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
880661,SAD-MATA-ATLANTICA,"1,4580",2023,MATA ATLANTICA,SANTA CATARINA,PALMITOS,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
880721,SAD-MATA-ATLANTICA,"0,9075",2023,MATA ATLANTICA,SANTA CATARINA,CUNHA PORA,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
880748,SAD-MATA-ATLANTICA,"1,5077",2023,MATA ATLANTICA,SANTA CATARINA,MIRIM DOCE,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
880776,SAD-MATA-ATLANTICA,"0,7866",2023,MATA ATLANTICA,SANTA CATARINA,TREZE TILIAS,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
880799,SAD-MATA-ATLANTICA,"1,1314",2023,MATA ATLANTICA,SANTA CATARINA,DONA EMMA,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
880880,SAD-MATA-ATLANTICA,"2,8111",2023,MATA ATLANTICA,SANTA CATARINA,PARAISO,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
880917,SAD-MATA-ATLANTICA,"1,5196",2023,MATA ATLANTICA,SANTA CATARINA,GUARACIABA,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
880925,SAD-MATA-ATLANTICA,"0,9341",2023,MATA ATLANTICA,SANTA CATARINA,JOACABA,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
880926,SAD-MATA-ATLANTICA,"0,7035",2023,MATA ATLANTICA,SANTA CATARINA,SAO CRISTOVAO DO SUL,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
880929,SAD-MATA-ATLANTICA,"0,7395",2023,MATA ATLANTICA,SANTA CATARINA,GUARACIABA,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA COM AUTORIZACAO FEDERAL,ALERTA SEM ACAO,ALERTA COM ACAO OU AUTORIZACAO
880982,SAD-MATA-ATLANTICA,"1,8563",2023,MATA ATLANTICA,SANTA CATARINA,IPUMIRIM,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
881034,SAD-MATA-ATLANTICA,"0,5822",2023,MATA ATLANTICA,SANTA CATARINA,CAPINZAL,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
881060,SAD-MATA-ATLANTICA,"1,9097",2023,MATA ATLANTICA,SANTA CATARINA,CRICIUMA,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA COM AUTORIZACAO FEDERAL,ALERTA SEM ACAO,ALERTA COM ACAO OU AUTORIZACAO
881079,SAD-MATA-ATLANTICA,"0,6240",2023,MATA ATLANTICA,SANTA CATARINA,CAMPO BELO DO SUL,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
881081,SAD-MATA-ATLANTICA,"0,6754",2023,MATA ATLANTICA,SANTA CATARINA,GUARACIABA,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
881172,SAD-MATA-ATLANTICA,"3,1792",2023,MATA ATLANTICA,SANTA CATARINA,PERITIBA,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
881178,SAD-MATA-ATLANTICA,"3,8012",2023,MATA ATLANTICA,SANTA CATARINA,CALMON,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
881207,SAD-MATA-ATLANTICA,"0,3458",2023,MATA ATLANTICA,SANTA CATARINA,BANDEIRANTE,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
881224,SAD-MATA-ATLANTICA,"1,9233",2023,MATA ATLANTICA,SANTA CATARINA,ITUPORANGA,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
881266,SAD-MATA-ATLANTICA,"0,6428",2023,MATA ATLANTICA,SANTA CATARINA,SAO LOURENCO DO OESTE,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
881319,SAD-MATA-ATLANTICA,"0,5839",2023,MATA ATLANTICA,SANTA CATARINA,LEOBERTO LEAL,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
881769,SAD-MATA-ATLANTICA,"0,9753",2023,MATA ATLANTICA,SANTA CATARINA,PASSOS MAIA,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
881871,SAD-MATA-ATLANTICA,"0,6327",2023,MATA ATLANTICA,SANTA CATARINA,ITAPEMA,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA COM AUTORIZACAO FEDERAL,ALERTA SEM ACAO,ALERTA COM ACAO OU AUTORIZACAO
881930,SAD-MATA-ATLANTICA,"4,7506",2023,MATA ATLANTICA,SANTA CATARINA,ITAIOPOLIS,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
881932,SAD-MATA-ATLANTICA,"0,7543",2023,MATA ATLANTICA,SANTA CATARINA,BOM JESUS DO OESTE,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
881984,SAD-MATA-ATLANTICA,"0,4697",2023,MATA ATLANTICA,SANTA CATARINA,ANITAPOLIS,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
882065,SAD-MATA-ATLANTICA,"1,0966",2023,MATA ATLANTICA,SANTA CATARINA,RIO FORTUNA,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
882119,SAD-MATA-ATLANTICA,"0,4174",2023,MATA ATLANTICA,SANTA CATARINA,FREI ROGERIO,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
882169,SAD-MATA-ATLANTICA,"0,7535",2023,MATA ATLANTICA,SANTA CATARINA,XAVANTINA,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
882180,SAD-MATA-ATLANTICA,"2,3906",2023,MATA ATLANTICA,SANTA CATARINA,IBICARE,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
882363,SAD-MATA-ATLANTICA,"1,4777",2023,MATA ATLANTICA,SANTA CATARINA,TANGARA,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA COM AUTORIZACAO ESTADUAL,ALERTA SEM ACAO,ALERTA COM ACAO OU AUTORIZACAO
882370,SAD-MATA-ATLANTICA,"1,9342",2023,MATA ATLANTICA,SANTA CATARINA,ANGELINA,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
882657,SAD-MATA-ATLANTICA,"1,1665",2023,MATA ATLANTICA,SANTA CATARINA,TREZE DE MAIO,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
882730,SAD-MATA-ATLANTICA,"0,6230",2023,MATA ATLANTICA,SANTA CATARINA,SANTA TEREZINHA,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
882776,SAD-MATA-ATLANTICA,"1,1863",2023,MATA ATLANTICA,SANTA CATARINA,ORLEANS,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
882854,SAD-MATA-ATLANTICA,"1,1945",2023,MATA ATLANTICA,SANTA CATARINA,ITUPORANGA,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
882901,SAD-MATA-ATLANTICA,"1,3990",2023,MATA ATLANTICA,SANTA CATARINA,BRUSQUE,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA COM AUTORIZACAO FEDERAL,ALERTA SEM ACAO,ALERTA COM ACAO OU AUTORIZACAO
882967,SAD-MATA-ATLANTICA,"1,1259",2023,MATA ATLANTICA,SANTA CATARINA,RIO FORTUNA,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
882969,SAD-MATA-ATLANTICA,"0,6133",2023,MATA ATLANTICA,SANTA CATARINA,SAO MARTINHO,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
882984,SAD-MATA-ATLANTICA,"1,1288",2023,MATA ATLANTICA,SANTA CATARINA,SAO MIGUEL DO OESTE,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
883051,SAD-MATA-ATLANTICA,"1,4629",2023,MATA ATLANTICA,SANTA CATARINA,ALFREDO WAGNER,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA COM FISCALIZACAO ESTADUAL,ALERTA SEM AUTORIZACAO,ALERTA COM ACAO ESTADUAL,ALERTA COM ACAO OU AUTORIZACAO
883122,SAD-MATA-ATLANTICA,"0,7231",2023,MATA ATLANTICA,SANTA CATARINA,URUSSANGA,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
883140,SAD-MATA-ATLANTICA,"6,0250",2023,MATA ATLANTICA,SANTA CATARINA,GARUVA,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA COM AUTORIZACAO FEDERAL,ALERTA SEM ACAO,ALERTA COM ACAO OU AUTORIZACAO
883148,SAD-MATA-ATLANTICA,"0,4795",2023,MATA ATLANTICA,SANTA CATARINA,BANDEIRANTE,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
883168,SAD-MATA-ATLANTICA,"0,3665",2023,MATA ATLANTICA,SANTA CATARINA,CAMPO BELO DO SUL,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
883368,SAD-MATA-ATLANTICA,"1,0488",2023,MATA ATLANTICA,SANTA CATARINA,QUILOMBO,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
883412,SAD-MATA-ATLANTICA,"0,5664",2023,MATA ATLANTICA,SANTA CATARINA,ALFREDO WAGNER,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
883463,SAD-MATA-ATLANTICA,"5,9499",2023,MATA ATLANTICA,SANTA CATARINA,LEBON REGIS,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
913835,SAD-MATA-ATLANTICA,"0,5523",2023,MATA ATLANTICA,SANTA CATARINA,ANITAPOLIS,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
913883,SAD-MATA-ATLANTICA,"0,9467",2023,MATA ATLANTICA,SANTA CATARINA,GUARAMIRIM,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
913894,SAD-MATA-ATLANTICA,"0,6950",2023,MATA ATLANTICA,SANTA CATARINA,QUILOMBO,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
913916,SAD-MATA-ATLANTICA,"3,5101",2023,MATA ATLANTICA,SANTA CATARINA,VIDEIRA,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA COM AUTORIZACAO FEDERAL,ALERTA SEM ACAO,ALERTA COM ACAO OU AUTORIZACAO
913922,SAD-MATA-ATLANTICA,"0,4411",2023,MATA ATLANTICA,SANTA CATARINA,QUILOMBO,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
914129,SAD-MATA-ATLANTICA,"3,2798",2023,MATA ATLANTICA,SANTA CATARINA,PETROLANDIA,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
914205,SAD-MATA-ATLANTICA,"0,9264",2023,MATA ATLANTICA,SANTA CATARINA,PASSOS MAIA,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
914233,SAD-MATA-ATLANTICA,"0,8724",2023,MATA ATLANTICA,SANTA CATARINA,SAO DOMINGOS,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
914249,SAD-MATA-ATLANTICA,"1,4825",2023,MATA ATLANTICA,SANTA CATARINA,SAO JOSE DO CERRITO,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
914309,SAD-MATA-ATLANTICA,"0,4151",2023,MATA ATLANTICA,SANTA CATARINA,IPUMIRIM,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
914313,SAD-MATA-ATLANTICA,"0,6378",2023,MATA ATLANTICA,SANTA CATARINA,GALVAO,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
914441,SAD-MATA-ATLANTICA,"0,7913",2023,MATA ATLANTICA,SANTA CATARINA,TUNAPOLIS,ALERTA SEM EMBARGO,ALERTA SEM AUTO DE INFRACAO,ALERTA SEM FISCALIZACAO,ALERTA SEM AUTORIZACAO,ALERTA SEM ACAO,ALERTA SEM CRUZAMENTO COM ACAO OU AUTORIZACAO
